Domain,Page URL,Fund Name/Ticker,Record Date,Ex Date,Payble Date,Reinvest Date,Ordinary Income,ST Cap Gains,LT Cap Gains,Total Distribution,Reinvest Nav/Price,Class Name,Income/Amount/Share/Dividend,YEAR,Annual Distribution Rate* (%),Period,Investment Income,Return of Capital,Capital Gains,Rate,Year End NAV
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/15/2020,,,-,-,4.20611,-,53.13000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/17/2019,,,-,0.11363,2.27810,-,44.72000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/17/2018,,,0.02583,0.02152,2.94864,-,38.81000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/18/2017,,,-,0.01686,0.36619,-,44.52000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/16/2016,,,-,0.00612,2.77454,-,34.08000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/16/2015,,,0.00257,-,2.02741,-,32.35000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/16/2014,,,0.05742,0.23648,1.24296,-,31.09000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/31/2013,,,-,0.01540,-,-,29.65000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/10/2013,,,-,0.09196,0.40048,-,28.89000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/13/2011,,,-,0.20301,0.11725,-,15.83000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/15/2010,,,-,-,0.52804,-,16.18000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/18/2007,,,-,0.07930,0.01130,-,13.99000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-aggressive-growth-fund/,PRIMECAP Odyssey Aggressive Growth Fund,,12/20/2006,,,-,0.10544,0.09506,-,14.40000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/15/2020,,,0.17432,-,5.13015,-,41.78000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/17/2019,,,0.20320,0.06119,1.83415,-,40.65000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/17/2018,,,0.12344,0.03577,0.69203,-,35.14000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/18/2017,,,0.11150,0.00922,0.45264,-,37.50000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/16/2016,,,0.13725,0.19206,0.66957,-,29.16000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/16/2015,,,0.09820,0.00165,0.25172,-,27.45000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/16/2014,,,0.16400,0.09460,0.55032,-,25.21000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/10/2013,,,0.07940,-,0.45395,-,23.12000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/11/2012,,,0.10470,-,-,-,17.39000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/13/2011,,,0.05710,0.05784,-,-,14.60000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/15/2010,,,0.01383,-,-,-,15.24000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/18/2009,,,0.02931,-,-,-,13.11000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/18/2008,,,0.03330,-,-,-,9.26000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/18/2007,,,0.03910,0.02450,0.01440,-,14.32000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/20/2006,,,0.01939,0.07664,0.06179,-,13.97000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-growth-fund/,PRIMECAP Odyssey Growth Fund,,12/20/2005,,,0.00036,0.00752,-,-,12.25000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/15/2020,,,0.48198,-,2.27620,-,34.74000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/17/2019,,,0.46774,-,1.61156,-,34.32000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/17/2018,,,0.34266,0.03993,0.49045,-,29.18000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/18/2017,,,0.30500,0.03132,0.35613,-,32.05000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/16/2016,,,0.30498,0.07672,0.37641,-,26.10000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/16/2015,,,0.24260,0.01297,0.19729,-,23.93000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/16/2014,,,0.31000,0.03249,0.32161,-,23.00000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/10/2013,,,0.24180,-,0.06639,-,20.65000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/11/2012,,,0.24640,-,-,-,16.03000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/13/2011,,,0.17802,-,-,-,13.92000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/15/2010,,,0.10778,-,-,-,13.98000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/18/2009,,,0.09071,-,-,-,12.59000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/18/2008,,,0.06447,-,-,-,9.20000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/18/2007,,,0.07000,0.03580,0.08480,-,13.94000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/20/2006,,,0.04037,0.01757,0.06064,-,13.77000,,,,,,,,,,
www.primecap.com,https://www.primecap.com/odyssey-stock-fund/,PRIMECAP Odyssey Stock Fund,,12/20/2005,,,0.00443,0.00180,-,-,12.07000,,,,,,,,,,
